sku_interno,descripcion_corta,marca,precio_costo,precio_venta,moneda,cantidad_stock,fotos_extra,video_url,tema,etiquetas,descripcion_seria,descripcion_marciana,alto_cm,largo_cm,ancho_cm,peso_g,pais_origen,status,last_ingest_at,last_ml_sync_at,last_ai_sync_at
FUN-CWB-121-6JL,Funko Pop Julia #1216 Cowboy Bebop Anime Figura  DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-MHA-121-0JZ,Funko Pop Juzo Honenuki #1210 My Hero Academia SPECIAL EDITION DAÑADO,Funko,,,MXN,7.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-NAR-119-9KH,Funko Pop Kakashi Con Chidori #1199 Naruto Shippuden Anime GLOW CHASE DAÑADO,Funko,,,MXN,7.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-NAR-119-9KH,Funko Pop Kakashi Con Chidori #1199 Naruto Shippuden Anime SPECIAL EDITION DAÑADO,Funko,,,MXN,17.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-NAR-101-5PS,Funko Pop Kakashi Susanoo #1015 Naruto Shippuden 6 Pulgadas SPECIAL EDITION DAÑADO,Funko,,,MXN,10.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-NAR-138-4KG,Funko Pop Kawaki Con Karma #1384 Glow  Boruto SPECIAL EDITION DAÑADO,Funko,,,MXN,3.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-STA-540-KAW,Funko Pop Kawlan Roken #540 Obi Wan Star Wars  DAÑADO,Funko,,,MXN,3.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-NAR-119-4KA,Funko Pop Kiba Con Akamaru #1194 Naruto Shippuden  DAÑADO,Funko,,,MXN,4.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-NAR-120-0KB,Funko Pop Killer BEE #1200 Naruto Shippuden Anime  CHASE ESPECIAL EDITION DAÑADO,Funko,,,MXN,8.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-NAR-120-0KB,Funko Pop Killer BEE #1200 Naruto Shippuden Anime  SPECIAL EDITION DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-HXH-113-4KI,Funko Pop Kite #1134 Hunter X Hunter Anime Figura  DAÑADO,Funko,,,MXN,6.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-TRG-136-3KN,Funko Pop Knives Millions #1363 Trigun Anime Figura  DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-LYT-104-4KR,Funko Pop Korg #1044 Thor Amor Y Trueno Marvel  DAÑADO,Funko,,,MXN,10.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-NAR-119-7KH,Funko Pop Kotetsu Hagane #1197 Naruto Shippuden  DAÑADO,Funko,,,MXN,17.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-GTG-120-9KR,Funko Pop Kraglin #1209 Guardianes De La Galaxia  DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-AOT-460-CHR,Funko Pop Krista Lenz #460 Attack On Titan Anime  DAÑADO,Funko,,,MXN,6.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-MHA-124-5KU,Funko Pop Kurogiri En Guarida #1245 My Hero Academia Deluxe SPECIALTY SERIES DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-SOU-N39-FKY,Funko Pop Kyle Boyband #39 Grupo Musical South Park  DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-MHA-114-3KY,Funko Pop Kyoka Jiro #1143 My Hero Academia Anime  DAÑADO,Funko,,,MXN,22.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-BTR-129-2LD,Funko Pop Ladybug #1292 Brad Pitt Tren Bala Figura  DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-BTR-129-2LD,Funko Pop Ladybug #1292 Brad Pitt Tren Bala Figura CHASE DAÑADO,Funko,,,MXN,3.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-CON-586-BEA,Funko Pop Lance Bean #586 Contra Videojuego Figura  DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-FAI-104-8LA,Funko Pop Laxus Dreyar #1048 Fairy Tail Anime  DAÑADO,Funko,,,MXN,3.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-MKN-105-0LY,Funko Pop Layla El Faouly #1050 Marvel Moon Knight  DAÑADO,Funko,,,MXN,5.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-DCC-N06-LVE,Funko Pop Linterna Verde #6 Black Canary Dceased Comic Cover DAÑADO,Funko,,,MXN,7.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-MHU-992-LOK,Funko Pop Loki #992 Marvel Mech Strike Comic Figura  DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-MAR-106-5LS,Funko Pop Loki Y Sylvie #1065 Loki Momento Serie Disney SPECIAL EDITION DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-LUC-105-3LL,Funko Pop Luca Paguro Land #1053 Disney Pixar  DAÑADO,Funko,,,MXN,12.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-BCL-110-2VO,Funko Pop Luck Voltia #1102 Black Clover Anime  SPECIAL EDITION DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-WAK-109-8BA,Funko Pop M Baku #1098 Pantera Negra Wakanda Marvel  DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-HAR-157-MAR,Funko Pop Madam Rosmerta Tres Escobas #157 Harry Potter Deluxe DAÑADO,Funko,,,MXN,8.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-NAR-119-6MS,Funko Pop Madara Uchiha Six Path #1196 Naruto Shippuden DAÑADO,Funko,,,MXN,7.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-JJK-111-5MH,Funko Pop Mahito #1115 Jujutsu Kaisen Anime Figura  DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-JUR-121-5MA,Funko Pop Maisie #1215 Jurassic World Dominion  DAÑADO,Funko,,,MXN,4.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-DIS-110-6DR,Funko Pop Malefica Dragon #1106 Disney Villanos 10 Pulgadas DAÑADO,Funko,,,MXN,5.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-MAR-102-2MN,Funko Pop Mantis En Benatar #1022 Marvel Avengers Deluxe SPECIAL EDITION DAÑADO,Funko,,,MXN,3.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-MAD-100-3MD,Funko Pop Master Mordo #1003 Multiverso De Locura Marvel DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-FAI-104-9MA,Funko Pop Mavis Vermillion #1049 Fairy Tail Anime  DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-SPI-123-0SM,Funko Pop Medieval Vulture #1230 Spider Man Across Spider Verse DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-SOC-N14-MEG,Funko Pop Megan Rapinoe #14 Usa Futbolista Figura  DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-WEN-130-9ME,Funko Pop Merlina Addams #1309 Wednesday Serie Netflix DAÑADO,Funko,,,MXN,3.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-TRG-136-4MS,Funko Pop Meryl Stryfe #1364 Trigun Anime Figura  DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-LYT-104-5MI,Funko Pop Miek #1045 Thor Amor Y Trueno Marvel  DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-NAR-119-5MG,Funko Pop Might Guy Chacos #1195 Naruto Shippuden  DAÑADO,Funko,,,MXN,29.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-NAR-824-MIG,Funko Pop Might Guy Ocho Puertas #824 Glow Naruto Shippuden SPECIAL EDITION DAÑADO,Funko,,,MXN,7.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-NAR-824-MGY,Funko Pop Might Guy Ocho Puertas #824 Naruto Shippuden Anime DAÑADO,Funko,,,MXN,12.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-MHU-992-LOK,Funko Pop Might Guy Silla De Ruedas #1412 Naruto Shippuden SPECIAL EDITION DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-LYT-104-1JA,Funko Pop Mighty Thor Jane #1041 Amor Trueno Marvel  DAÑADO,Funko,,,MXN,4.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-AOT-116-6ME,Funko Pop Mikasa Ackerman #1166 Attack On Titan  DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-AOT-117-2MI,Funko Pop Mikasa Ackerman #1172 Attack On Titan  SPECIAL EDITION DAÑADO,Funko,,,MXN,5.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-STR-123-9MK,Funko Pop Mike #1239 Stranger Things Serie Netflix  DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-STR-846-MIK,Funko Pop Mike #846 Stranger Things Serie Netflix  DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-STR-129-8MC,Funko Pop Mike En California #1298 Stranger Things  DAÑADO,Funko,,,MXN,3.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-AVA-132-4MI,Funko Pop Miles Quaritch #1324 Avatar James Cameron  DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-TRG-136-5MI,Funko Pop Milly Thompson #1365 Trigun Anime Figura  DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-DIS-132-7MG,Funko Pop Mirabel Madrigal #1327 Glow Encanto Disney Origina DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-TRA-137-5MI,Funko Pop Mirage #1375 Transformers Despertar De Las Bestias DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-SPI-116-1MJ,Funko Pop Mj Con La Caja #1161 Spider Man No Way Home DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-DIS-132-2TN,Funko Pop Moment Tiana Y Naveen #1322 La Princesa Y El Sapo DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-U2R-N05-ZOO,Funko Pop Moment: U2 ZOO TV Tour 1993 Exclusivo #05 SPECIAL EDITION DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-BTR-129-4MO,Funko Pop Momomon #1294 Tren Bala Pelicula Figura  DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-WOO-152-0MO,Funko Pop Mono Alado #1520 El Mago De Oz Figura Aniversario CHASE DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-MAT-117-4MO,Funko Pop Morfeo #1174 Matrix Resurreccion Pelicula  DAÑADO,Funko,,,MXN,6.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-MHA-133-3LA,Funko Pop Mt Lady Beisbol #1333 My Hero Academia 6 Pulgadas DAÑADO,Funko,,,MXN,3.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-WON-N03-TRO,Funko Pop Mujer Maravilla #03 Rebirth Comic Cover  DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-MSM-108-1NJ,Funko Pop Najma #1081 Ms Marvel Serie Disney Figura  DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-WAK-110-1NK,Funko Pop Nakia #1101 Pantera Negra Wakanda Marvel  DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-STR-146-0NE,Funko Pop Nancy Hunter Outfit #1460 Stranger Things  DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-NAR-136-1NB,Funko Pop Naruto Modo Barion #1361 Boruto Anime 6 Pulgadas DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-NAR-994-K3C,Funko Pop Naruto Shippuden Kakashi Anbu-  Exclusive Chase #994 DAÑADO,Funko,,,MXN,3.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-VIU-603-NAT,Funko Pop Natasha Romanoff #603 Black Widow Marvel  DAÑADO,Funko,,,MXN,6.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-NAR-142-8NE,Funko Pop Neji Hyuga #1428 Naruto Shippuden Anime  SPECIAL EDITION DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-MAT-117-2NE,Funko Pop Neo #1172 Matrix Resurrecciones Pelicula  DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-HXH-113-2NE,Funko Pop Netero #1132 Hunter X Hunter Anime Figura  DAÑADO,Funko,,,MXN,8.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-HAR-155-NVH,Funko Pop Neville En Honeydukes #155 Harry Potter Deluxe DAÑADO,Funko,,,MXN,5.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-HAR-116-NEL,Funko Pop Neville Longbottom #116 Harry Potter  DAÑADO,Funko,,,MXN,6.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-UMB-111-7N5,Funko Pop Numero Cinco #1117 Umbrella Academy Serie  DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-WAK-110-0OK,Funko Pop Okoye #1100 Pantera Negra Wakanda Marvel  DAÑADO,Funko,,,MXN,3.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-WAK-117-7OK,Funko Pop Okoye Angel De Medianoche #1177 Pantera Negra DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-DIS-117-7OA,Funko Pop Olaf Como Ariel #1177 Disney Frozen Olaf Presenta DAÑADO,Funko,,,MXN,3.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-FMA-117-8OL,Funko Pop Olivier Armstrong #1178 Fullmetal Alchemist Anime DAÑADO,Funko,,,MXN,4.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-NAR-729-ORO,Funko Pop Orochimaru #729 Naruto Shippuden Anime  DAÑADO,Funko,,,MXN,5.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-GOT-N08-OTO,Funko Pop Otto Hightower #08 House Of The Dragon  DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-MHA-101-2OV,Funko Pop Overhaul #1012 My Hero Academia Anime  SPECIAL EDITION DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-JUR-120-8OW,Funko Pop Owen Grady #1208 Jurassic World Dominion  DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-POK-353-PIK,Funko Pop Pokemon Pikachu #353 special edition DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-TNT-139-0RF,Funko Pop Ray Fillet #1390 Exclusivo Tortugas Ninja Caos Mutante 2023 FALL CONVENTION LIMITED EDITION DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-MSM-108-0RE,Funko Pop Red Dagger #1080 Ms Marvel Serie Disney  DAÑADO,Funko,,,MXN,5.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-GKN-891-RHO,Funko Pop Red Hood #891 Gotham Knights Dc Comics Batman DAÑADO,Funko,,,MXN,3.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-DIS-108-8MT,Funko Pop Reina De Blancanieves Trono #1088 Villanos Deluxe DAÑADO,Funko,,,MXN,6.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-WAK-109-9RA,Funko Pop Reina Ramonda #1099 Wakanda Marvel  DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-GIJ-N77-STO,Funko Pop Retro Toys: G.I. JOE - STORM SHADOW #77 DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-AVA-144-4KB,Funko Pop Rey Bumi #1444 Avatar Leyenda Aang Figura Deluxe DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-DIS-139-2KM,Funko Pop Rey Magnifico #1392 Wish Disney Figura  DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-DIS-N94-PAN,Funko Pop Ride Diney 65th Peter Pan & Flight #94 DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-WAK-116-NCO,Funko Pop Ride Namor En Orca #116 Black Panther Wakanda Forever DAÑADO,Funko,,,MXN,20.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-FMA-117-7RI,Funko Pop Riza Hawkeye #1177 Fullmetal Alchemist Anime DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-BTS-279-RMD,Funko Pop Rm #279 Bts Butter Army K Pop Bangtan Boy Idol DAÑADO,Funko,,,MXN,5.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-GKN-892-ROB,Funko Pop Robin #892 Gotham Knights Dc Comics Batman DAÑADO,Funko,,,MXN,6.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-STR-922-ROB,Funko Pop Robin Heladeria Ahoy #922 Stranger Things  DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-STR-129-9RO,Funko Pop Robin Hunter Outfit #1299 Stranger Things  DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-MAR-102-5RK,Funko Pop Rocket En Benatar #1025 Marvel Avengers Deluxe SPECIAL EDITION DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-MAR-108-9RG,Funko Pop Rocket Y Groot #1089 Guardianes De Galaxia Moment SPECIAL EDITION DAÑADO,Funko,,,MXN,9.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-HAR-142-CRO,Funko Pop Ron En Callejon Diagon #142 Harry Potter Deluxe SPECIAL EDITION DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-HAR-MMO-PRO,Funko Pop Ron Weasley Clase Pociones Harry Potter  DAÑADO,Funko,,,MXN,10.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-BOX-N04-RYA,Funko Pop Ryan Garcia #04 Boxeador Figura  DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-ATV-128-8SM,Funko Pop Sam GrEEnfield #1288 Luck Pelicula Figura  DAÑADO,Funko,,,MXN,4.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-NAR-135-8SS,Funko Pop Sarada Con Sharingan #1358 Boruto Naruto  DAÑADO,Funko,,,MXN,3.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-AOT-144-8SA,Funko Pop Sasha Braus #1448 Attack On Titan Anime  DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-NAR-102-3SR,Funko Pop Sasuke Rinnegan #1023 Naruto Shippuden Anime glow chase DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-FMA-117-9SC,Funko Pop Scar #1179 Fullmetal Alchemist Anime  DAÑADO,Funko,,,MXN,13.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-DIS-123-9SE,Funko Pop Sebastian #1239 Exclusivo EE La Sirenita  DAÑADO,Funko,,,MXN,3.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-BAT-281-SMO,Funko Pop Selina Kyle En Motocicleta #281 Batman Dc Rides DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-BOR-103-9SH,Funko Pop Shikadai #1039 Boruto Naruto Next Generation Anime DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-DRA-128-3SH,Funko Pop Shin #1283 Dragon Ball Super Anime Figura  DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-NAR-135-9SH,Funko Pop Shinki #1359 Boruto Naruto Next Generations Anime DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-MHA-125-8TH,Funko Pop Shoto Todoroki Hielo #1258 My Hero Academia Anime GLOW SPECIAL EDITION DAÑADO,Funko,,,MXN,4.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-MHA-125-8TH,Funko Pop Shoto Todoroki Hielo #1258 My Hero Academia Anime SPECIAL EDITION DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-CAB-142-6VI,Funko Pop Shun De Virgo #1426 Caballeros Del Zodiaco Anime DAÑADO,Funko,,,MXN,3.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-WAK-110-SSU,Funko Pop Shuri En Sunbird #110 Pantera Negra Wakanda Rides DAÑADO,Funko,,,MXN,3.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-SPI-122-8SW,Funko Pop Spider Woman #1228 Spider Man Across Spider Verse DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-GHO-928-MRG,Funko Pop Sr Grooberson #928 Cazafantasmas Pelicula  DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-GTG-110-4ST,Funko Pop Star Lord #1104 Guardianes De La Galaxia Navidad DAÑADO,Funko,,,MXN,3.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-AVE-102-1SL,Funko Pop Star Lord En Benatar #1021 Marvel Avengers Deluxe SPECIAL EDITION DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-STR-638-SWS,Funko Pop Steve Con Lentes #638 Stranger Things  DAÑADO,Funko,,,MXN,3.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-STR-803-SAH,Funko Pop Steve Heladeria Ahoy #803 Stranger Things Netflix DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-STR-130-0ST,Funko Pop Steve Hunter Outfit #1300 Stranger Things  DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-AQU-130-5ST,Funko Pop Storm #1305 Aquaman Y El Reino Perdido Dc  DAÑADO,Funko,,,MXN,4.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-MAD-102-7DS,Funko Pop Strange Vs Scarlet Witch #1027 Multiverso Moment DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-STR-421-EWE,Funko Pop Stranger Things - Eleven Eggos #421 DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-BTS-281-SUG,Funko Pop Suga #281 Bts Butter Army K Pop Bangtan Boy Idol DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-NAR-136-0SN,Funko Pop Sumire Con Nue #1360 Boruto Naruto Next Generation DAÑADO,Funko,,,MXN,5.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-STA-541-TAL,Funko Pop Tala Imperial #541 Obi Wan Figura Star Wars DAÑADO,Funko,,,MXN,8.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-WHA-871-TSL,Funko Pop Tchalla Star Lord #871 Marvel What If  DAÑADO,Funko,,,MXN,5.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-STR-826-BAE,Funko Pop Television: Stranger Things - Battle Eleven #826 DAÑADO,Funko,,,MXN,3.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-MHA-114-8TS,Funko Pop Tetsutetsu #1148 My Hero Academia Anime  special edition DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-AVE-111-7TT,Funko Pop Thor #1117 Glow Avengers Endgame Figura  CHASE SPECIAL EDITION DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-MAR-N13-THO,Funko Pop Thor #13 Viaje Al Misterio Marvel Comic Cover SPECIALTY SERIES DAÑADO,Funko,,,MXN,3.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-LYT-104-0TH,Funko Pop Thor Amor Y Trueno #1040 Marvel Figura  DAÑADO,Funko,,,MXN,5.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-MAR-938-GTH,Funko Pop Thor Galleta Jengibre #938 Marvel Holiday  DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-LYT-108-5TD,Funko Pop Thor Love and Thunder - Thor Devastador #1085 Exclusivo  DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-AVE-760-THO,Funko Pop Thor Victoria Shawarma #760 Marvel Avengers Deluxe SPECIAL EDITION DAÑADO,Funko,,,MXN,5.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-NBA-N05-DUN,Funko Pop Tim Duncan #05 Nba Slam Iceman 2000 Magazine Cover DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-MHA-132-9FU,Funko Pop Tokoyami Black Abyss #1329 My Hero Academia Anime SPECIAL EDITION DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-GOF-150-5TD,Funko Pop Tommy Devito #1505 Buenos Muchachos  DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-RUG-120-9TO,Funko Pop Tommy Pickles #1209 Rugrats Nickelodeon  DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-MHA-114-9SH,Funko Pop Tomura Shigaraki #1149 My Hero Academia Anime SPECIAL EDITION DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-DIS-136-4UR,Funko Pop Ursula #1364 La Sirenita Disney Figura  DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-DIS-108-9UT,Funko Pop Ursula En Trono #1089 Disney Villanos Deluxe DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-OPI-147-4US,Funko Pop Usopp Usohachi #1474 One Piece Anime  DAÑADO,Funko,,,MXN,1.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-BTS-284-VKI,Funko Pop V #284 Bts Butter Army K Pop Bangtan Boy Idol DAÑADO,Funko,,,MXN,3.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-LYT-104-2VK,Funko Pop Valquiria #1042 Thor Amor Y Trueno Marvel  DAÑADO,Funko,,,MXN,5.0,,nan,nan,nan,,,,,,,nan,,,,
FUN-TRG-156-0TG,Funko Pop Vash Con Brazo De Angel #1560 Glow Trigun Deluxe DAÑADO,Funko,,,MXN,2.0,,nan,nan,nan,,,,,,,nan,,,,
